ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1961-01-01,0.15135051181039658,3.172192891909479,3.1879814209554787,0.15135051181039658,0.15135051181039658,3.0287836075952352,3.0287836075952352,3.0287836075952352,3.0287836075952352,3.0287836075952352,3.0287836075952352,0.0,0.0,0.0,3.180134119405632
1962-01-01,0.097542309877779,3.1184745336083783,3.1331422029396427,0.097542309877779,0.097542309877779,3.0283308242583975,3.0283308242583975,3.0283308242583975,3.0283308242583975,3.0283308242583975,3.0283308242583975,0.0,0.0,0.0,3.1258731341361763
1963-01-01,0.043734107945161416,3.0625247001036975,3.0782865533347574,0.043734107945161416,0.043734107945161416,3.026993909981048,3.026993909981048,3.026993909981048,3.026993909981048,3.026993909981048,3.026993909981048,0.0,0.0,0.0,3.0707280179262093
1964-01-01,-0.010074093985976586,3.007329475728683,3.022568801205546,-0.010074093985976586,-0.010074093985976586,3.0252847589419196,3.0252847589419196,3.0252847589419196,3.0252847589419196,3.0252847589419196,3.0252847589419196,0.0,0.0,0.0,3.015210664955943
1965-01-01,-0.06402971564843277,2.9568729856131717,2.9728028838555103,-0.06402971564843277,-0.06402971564843277,3.028783607595595,3.028783607595595,3.028783607595595,3.028783607595595,3.028783607595595,3.028783607595595,0.0,0.0,0.0,2.9647538919471623
1966-01-01,-0.11106683110828355,2.909568237888108,2.9245699597659676,-0.11106683110828355,-0.11106683110828355,3.0283308242584717,3.0283308242584717,3.0283308242584717,3.0283308242584717,3.0283308242584717,3.0283308242584717,0.0,0.0,0.0,2.917263993150188
1967-01-01,-0.1581039465681343,2.8608901820890034,2.8774854802105305,-0.1581039465681343,-0.1581039465681343,3.026993909981091,3.026993909981091,3.026993909981091,3.026993909981091,3.026993909981091,3.026993909981091,0.0,0.0,0.0,2.8688899634129568
1968-01-01,-0.20514106204878074,2.812153627875909,2.8281269473308366,-0.20514106204878074,-0.20514106204878074,3.0252847589415137,3.0252847589415137,3.0252847589415137,3.0252847589415137,3.0252847589415137,3.0252847589415137,0.0,0.0,0.0,2.820143696892733
1969-01-01,-0.2523070463389632,2.7686294547281842,2.783975903646451,-0.2523070463389632,-0.2523070463389632,3.0287836075953503,3.0287836075953503,3.0287836075953503,3.0287836075953503,3.0287836075953503,3.0287836075953503,0.0,0.0,0.0,2.776476561256387
1970-01-01,-0.2984469869363728,2.721473074684055,2.7373358505965735,-0.2984469869363728,-0.2984469869363728,3.0283308242585454,3.0283308242585454,3.0283308242585454,3.0283308242585454,3.0283308242585454,3.0283308242585454,0.0,0.0,0.0,2.7298838373221725
1971-01-01,-0.34458692753378256,2.674742085144996,2.6897932292509337,-0.34458692753378256,-0.34458692753378256,3.0269939099808822,3.0269939099808822,3.0269939099808822,3.0269939099808822,3.0269939099808822,3.0269939099808822,0.0,0.0,0.0,2.6824069824470995
1972-01-01,-0.39070957410024953,2.627007251270911,2.642019235403494,-0.39070957410024953,-0.39070957410024953,3.0252847589415026,3.0252847589415026,3.0252847589415026,3.0252847589415026,3.0252847589415026,3.0252847589415026,0.0,0.0,0.0,2.6345751848412533
1973-01-01,-0.436958584081967,2.5840696744820795,2.5987919318424817,-0.436958584081967,-0.436958584081967,3.0287836075951406,3.0287836075951406,3.0287836075951406,3.0287836075951406,3.0287836075951406,3.0287836075951406,0.0,0.0,0.0,2.5918250235131737
1974-01-01,-0.48305491090613445,2.5378973698520593,2.5525671211865806,-0.48305491090613445,-0.48305491090613445,3.0283308242586195,3.0283308242586195,3.0283308242586195,3.0283308242586195,3.0283308242586195,3.0283308242586195,0.0,0.0,0.0,2.545275913352485
1975-01-01,-0.5291512377303017,2.4897290871719906,2.5057793441167524,-0.5291512377303017,-0.5291512377303017,3.026993909980637,3.026993909980637,3.026993909980637,3.026993909980637,3.026993909980637,3.026993909980637,0.0,0.0,0.0,2.4978426722503353
1976-01-01,-0.5629400239169094,2.4545517063977003,2.470112010229475,-0.5629400239169094,-0.5629400239169094,3.025284758941746,3.025284758941746,3.025284758941746,3.025284758941746,3.025284758941746,3.025284758941746,0.0,0.0,0.0,2.4623447350248364
1977-01-01,-0.5968213821204666,2.4246092709699796,2.4396999296926736,-0.5968213821204666,-0.5968213821204666,3.0287836075951837,3.0287836075951837,3.0287836075951837,3.0287836075951837,3.0287836075951837,3.0287836075951837,0.0,0.0,0.0,2.431962225474717
1978-01-01,-0.6305745208650085,2.3894725275881696,2.405801273431996,-0.6305745208650085,-0.6305745208650085,3.0283308242586933,3.0283308242586933,3.0283308242586933,3.0283308242586933,3.0283308242586933,3.0283308242586933,0.0,0.0,0.0,2.3977563033936846
1979-01-01,-0.6643276596095504,2.3545121191605847,2.3705466798411385,-0.6643276596095504,-0.6643276596095504,3.026993909980996,3.026993909980996,3.026993909980996,3.026993909980996,3.026993909980996,3.026993909980996,0.0,0.0,0.0,2.3626662503714453
1980-01-01,-0.6967447618917437,2.3211770193744385,2.336294507188007,-0.6967447618917437,-0.6967447618917437,3.0252847589410155,3.0252847589410155,3.0252847589410155,3.0252847589410155,3.0252847589410155,3.0252847589410155,0.0,0.0,0.0,2.3285399970492717
1981-01-01,-0.7292506781527922,2.2915768304381308,2.307335898271729,-0.7292506781527922,-0.7292506781527922,3.028783607595822,3.028783607595822,3.028783607595822,3.028783607595822,3.028783607595822,3.028783607595822,0.0,0.0,0.0,2.29953292944303
1982-01-01,-0.7587432435864734,2.2617330157070383,2.2777985278475206,-0.7587432435864734,-0.7587432435864734,3.0283308242586773,3.0283308242586773,3.0283308242586773,3.0283308242586773,3.0283308242586773,3.0283308242586773,0.0,0.0,0.0,2.269587580672204
1983-01-01,-0.7882358090201546,2.231267571274874,2.247249783085528,-0.7882358090201546,-0.7882358090201546,3.026993909981258,3.026993909981258,3.026993909981258,3.026993909981258,3.026993909981258,3.026993909981258,0.0,0.0,0.0,2.2387581009611033
1984-01-01,-0.8177233661919215,2.2000072775419572,2.2158566472779393,-0.8177233661919215,-0.8177233661919215,3.0252847589413676,3.0252847589413676,3.0252847589413676,3.0252847589413676,3.0252847589413676,3.0252847589413676,0.0,0.0,0.0,2.207561392749446
1985-01-01,-0.8472917111915562,2.173748784639284,2.189099073082876,-0.8472917111915562,-0.8472917111915562,3.0287836075944368,3.0287836075944368,3.0287836075944368,3.0287836075944368,3.0287836075944368,3.0287836075944368,0.0,0.0,0.0,2.1814918964028807
1986-01-01,-0.8767792683896589,2.143593626769134,2.1593335726431624,-0.8767792683896589,-0.8767792683896589,3.028330824258841,3.028330824258841,3.028330824258841,3.028330824258841,3.028330824258841,3.028330824258841,0.0,0.0,0.0,2.1515515558691822
1987-01-01,-0.9062668255877618,2.1126342548545387,2.1282422666558727,-0.9062668255877618,-0.9062668255877618,3.0269939099817007,3.0269939099817007,3.0269939099817007,3.0269939099817007,3.0269939099817007,3.0269939099817007,0.0,0.0,0.0,2.120727084393939
1988-01-01,-0.9357530790058796,2.0816438322143673,2.0967580578888305,-0.9357530790058796,-0.9357530790058796,3.02528475894173,3.02528475894173,3.02528475894173,3.02528475894173,3.02528475894173,3.02528475894173,0.0,0.0,0.0,2.0895316799358503
1989-01-01,-0.9653201166799372,2.0562832009022887,2.0716874315510254,-0.9653201166799372,-0.9653201166799372,3.0287836075954635,3.0287836075954635,3.0287836075954635,3.0287836075954635,3.0287836075954635,3.0287836075954635,0.0,0.0,0.0,2.0634634909155265
1990-01-01,-0.9885586696837689,2.0321645860241224,2.0476341011093924,-0.9885586696837689,-0.9885586696837689,3.0283308242592843,3.0283308242592843,3.0283308242592843,3.0283308242592843,3.0283308242592843,3.0283308242592843,0.0,0.0,0.0,2.039772154575515
1991-01-01,-1.0117972226876006,2.0064156256601797,2.0225684145994234,-1.0117972226876006,-1.0117972226876006,3.026993909980993,3.026993909980993,3.026993909980993,3.026993909980993,3.026993909980993,3.026993909980993,0.0,0.0,0.0,2.0151966872933924
1992-01-01,-1.034999234337451,1.9829378331374268,1.998359127416808,-1.034999234337451,-1.034999234337451,3.025284758941837,3.025284758941837,3.025284758941837,3.025284758941837,3.025284758941837,3.025284758941837,0.0,0.0,0.0,1.990285524604386
1993-01-01,-1.058264813142506,1.9623821763485865,1.9779540258196835,-1.058264813142506,-1.058264813142506,3.0287836075950407,3.0287836075950407,3.0287836075950407,3.0287836075950407,3.0287836075950407,3.0287836075950407,0.0,0.0,0.0,1.9705187944525346
1994-01-01,-1.0810952786889916,1.9399053409609124,1.9552584787077258,-1.0810952786889916,-1.0810952786889916,3.0283308242588096,3.0283308242588096,3.0283308242588096,3.0283308242588096,3.0283308242588096,3.0283308242588096,0.0,0.0,0.0,1.947235545569818
1995-01-01,-1.1039257442354768,1.9150930681382876,1.9309462608653907,-1.1039257442354768,-1.1039257442354768,3.0269939099814103,3.0269939099814103,3.0269939099814103,3.0269939099814103,3.0269939099814103,3.0269939099814103,0.0,0.0,0.0,1.9230681657459334
1996-01-01,-1.1229795038044308,1.8946385274406299,1.9094902185847415,-1.1229795038044308,-1.1229795038044308,3.025284758942253,3.025284758942253,3.025284758942253,3.025284758942253,3.025284758942253,3.025284758942253,0.0,0.0,0.0,1.9023052551378223
1997-01-01,-1.1420854654543957,1.8789007348064837,1.8945234110886653,-1.1420854654543957,-1.1420854654543957,3.028783607594916,3.028783607594916,3.028783607594916,3.028783607594916,3.028783607594916,3.028783607594916,0.0,0.0,0.0,1.8866981421405202
1998-01-01,-1.1611392250393426,1.8594164961642754,1.8745921940310886,-1.1611392250393426,-1.1611392250393426,3.028330824259527,3.028330824259527,3.028330824259527,3.028330824259527,3.028330824259527,3.028330824259527,0.0,0.0,0.0,1.8671915992201842
1999-01-01,-1.1801929846242893,1.8390560488248395,1.8549303686108787,-1.1801929846242893,-1.1801929846242893,3.0269939099815777,3.0269939099815777,3.0269939099815777,3.0269939099815777,3.0269939099815777,3.0269939099815777,0.0,0.0,0.0,1.8468009253572883
2000-01-01,-1.1992467441851404,1.8185588412552063,1.8346053333451409,-1.1992467441851404,-1.1992467441851404,3.0252847589414085,3.0252847589414085,3.0252847589414085,3.0252847589414085,3.0252847589414085,3.0252847589414085,0.0,0.0,0.0,1.826038014756268
2001-01-01,-1.2183527058269799,1.802727790200561,1.8178997357430777,-1.2183527058269799,-1.2183527058269799,3.0287836075933154,3.0287836075933154,3.0287836075933154,3.0287836075933154,3.0287836075933154,3.0287836075933154,0.0,0.0,0.0,1.8104309017663356
2002-01-01,-1.2374064653675012,1.7829376208090741,1.79860544209101,-1.2374064653675012,-1.2374064653675012,3.028330824259138,3.028330824259138,3.028330824259138,3.028330824259138,3.028330824259138,3.028330824259138,0.0,0.0,0.0,1.7909243588916366
2003-01-01,-1.256460224908023,1.7617763827506816,1.778835892497492,-1.256460224908023,-1.256460224908023,3.026993909982406,3.026993909982406,3.026993909982406,3.026993909982406,3.026993909982406,3.026993909982406,0.0,0.0,0.0,1.770533685074383
2004-01-01,-1.2747626243761196,1.74248423908154,1.7579093640596986,-1.2747626243761196,-1.2747626243761196,3.025284758943135,3.025284758943135,3.025284758943135,3.025284758943135,3.025284758943135,3.025284758943135,0.0,0.0,0.0,1.7505221345670154
2005-01-01,-1.2931151674044026,1.727658231070245,1.7431408322137887,-1.2931151674044026,-1.2931151674044026,3.0287836075953174,3.0287836075953174,3.0287836075953174,3.0287836075953174,3.0287836075953174,3.0287836075953174,0.0,0.0,0.0,1.7356684401909148
2006-01-01,-1.308298295915113,1.7121962737276128,1.7271791365459959,-1.308298295915113,-1.308298295915113,3.028330824258093,3.028330824258093,3.028330824258093,3.028330824258093,3.028330824258093,3.028330824258093,0.0,0.0,0.0,1.7200325283429798
2007-01-01,-1.3234814244258233,1.6956598509481429,1.7116858886814563,-1.3234814244258233,-1.3234814244258233,3.0269939099795042,3.0269939099795042,3.0269939099795042,3.0269939099795042,3.0269939099795042,3.0269939099795042,0.0,0.0,0.0,1.703512485553681
2008-01-01,-1.3386257883265362,1.678891315780948,1.694305119514926,-1.3386257883265362,-1.3386257883265362,3.0252847589403924,3.0252847589403924,3.0252847589403924,3.0252847589403924,3.0252847589403924,3.0252847589403924,0.0,0.0,0.0,1.6866589706138562
2009-01-01,-1.3538116436351955,1.6670629005061481,1.6828949590825029,-1.3538116436351955,-1.3538116436351955,3.0287836075958743,3.0287836075958743,3.0287836075958743,3.0287836075958743,3.0287836075958743,3.0287836075958743,0.0,0.0,0.0,1.6749719639606788
2010-01-01,-1.3687521683857224,1.6515516679480668,1.6668518072187548,-1.3687521683857224,-1.3687521683857224,3.0283308242600233,3.0283308242600233,3.0283308242600233,3.0283308242600233,3.0283308242600233,3.0283308242600233,0.0,0.0,0.0,1.6595786558743009
2011-01-01,-1.3836926931362494,1.635829540979924,1.6516190884669024,-1.3836926931362494,-1.3836926931362494,3.026993909982621,3.026993909982621,3.026993909982621,3.026993909982621,3.026993909982621,3.026993909982621,0.0,0.0,0.0,1.6433012168463714
2012-01-01,-1.3963755973244254,1.6214554865207962,1.6366105791844585,-1.3963755973244254,-1.3963755973244254,3.025284758941723,3.025284758941723,3.025284758941723,3.025284758941723,3.025284758941723,3.025284758941723,0.0,0.0,0.0,1.6289091616172975
2013-01-01,-1.4090932491953088,1.6116686319136257,1.6273425142602136,-1.4090932491953088,-1.4090932491953088,3.028783607593845,3.028783607593845,3.028783607593845,3.028783607593845,3.028783607593845,3.028783607593845,0.0,0.0,0.0,1.619690358398536
2014-01-01,-1.4217761533834852,1.5988908392516727,1.61424205861263,-1.4217761533834852,-1.4217761533834852,3.0283308242579867,3.0283308242579867,3.0283308242579867,3.0283308242579867,3.0283308242579867,3.0283308242579867,0.0,0.0,0.0,1.6065546708745015
2015-01-01,-1.4344590575716614,1.5850981098881591,1.6001117867174033,-1.4344590575716614,-1.4344590575716614,3.0269939099802246,3.0269939099802246,3.0269939099802246,3.0269939099802246,3.0269939099802246,3.0269939099802246,0.0,0.0,0.0,1.5925348524085632
2016-01-01,-1.4471419617598373,1.5699259307802604,1.5854210975459102,-1.4471419617598373,-1.4471419617598373,3.0252847589432172,3.0252847589432172,3.0252847589432172,3.0252847589432172,3.0252847589432172,3.0252847589432172,0.0,0.0,0.0,1.57814279718338
2017-01-01,-1.459859613630721,1.5610861481040657,1.576537452444002,-1.459859613630721,-1.459859613630721,3.0287836075961616,3.0287836075961616,3.0287836075961616,3.0287836075961616,3.0287836075961616,3.0287836075961616,0.0,0.0,0.0,1.5689239939654407
2018-01-01,-1.472542517818897,1.547948689018634,1.5634248039175063,-1.472542517818897,-1.472542517818897,3.0283308242590725,3.0283308242590725,3.0283308242590725,3.0283308242590725,3.0283308242590725,3.0283308242590725,0.0,0.0,0.0,1.5557883064401756
2019-01-01,-1.485225422007073,1.5336049941596062,1.5495338071854334,-1.485225422007073,-1.485225422007073,3.0269939099776386,3.0269939099776386,3.0269939099776386,3.0269939099776386,3.0269939099776386,3.0269939099776386,0.0,0.0,0.0,1.5417684879705655
2020-01-01,-1.497908326195249,1.5190384187708315,1.5355908347955354,-1.497908326195249,-1.497908326195249,3.025284758942554,3.025284758942554,3.025284758942554,3.025284758942554,3.025284758942554,3.025284758942554,0.0,0.0,0.0,1.5273764327473052
2021-01-01,-1.5106259780661326,1.5106857256257138,1.5256202808757433,-1.5106259780661326,-1.5106259780661326,3.028783607594531,3.028783607594531,3.028783607594531,3.028783607594531,3.028783607594531,3.028783607594531,0.0,0.0,0.0,1.5181576295283983
2022-01-01,-1.5233088822543086,1.4977869808375333,1.5134060233401259,-1.5233088822543086,-1.5233088822543086,3.0283308242588225,3.0283308242588225,3.0283308242588225,3.0283308242588225,3.0283308242588225,3.0283308242588225,0.0,0.0,0.0,1.505021942004514
2023-01-01,-1.535991786442485,1.4827654651230522,1.4988443839178625,-1.535991786442485,-1.535991786442485,3.026993909982018,3.026993909982018,3.026993909982018,3.026993909982018,3.026993909982018,3.026993909982018,0.0,0.0,0.0,1.4910021235395328
2024-01-01,-1.548674690630661,1.4686643508940156,1.4845598624466658,-1.548674690630661,-1.548674690630661,3.025284758941863,3.025284758941863,3.025284758941863,3.025284758941863,3.025284758941863,3.025284758941863,0.0,0.0,0.0,1.4766100683112022
2025-12-31,-1.5740404990070131,1.4402069367002668,1.457229485081707,-1.5763803782774302,-1.572242748860807,3.022792972165843,3.022792972165843,3.022792972165843,3.022792972165843,3.022792972165843,3.022792972165843,0.0,0.0,0.0,1.4487524731588297
2026-12-31,-1.5867234031951893,1.4269939318220788,1.44499247533269,-1.5916088981850176,-1.5828610855319472,3.023026363469135,3.023026363469135,3.023026363469135,3.023026363469135,3.023026363469135,3.023026363469135,0.0,0.0,0.0,1.4363029602739457
2027-12-31,-1.5994063073833655,1.4147270456836567,1.435300988617555,-1.6072406241160198,-1.5931432128272005,3.0249173101726017,3.0249173101726017,3.0249173101726017,3.0249173101726017,3.0249173101726017,3.0249173101726017,0.0,0.0,0.0,1.4255110027892361
2028-12-31,-1.612123959254249,1.3981890895037175,1.423118430579221,-1.6232600115677256,-1.6032330499800058,3.0237146227079745,3.0237146227079745,3.0237146227079745,3.0237146227079745,3.0237146227079745,3.0237146227079745,0.0,0.0,0.0,1.4115906634537256
2029-12-31,-1.624806863442425,1.3823614985820267,1.4128677006965318,-1.6398788932341493,-1.6125157571997681,3.022792972165464,3.022792972165464,3.022792972165464,3.022792972165464,3.022792972165464,3.022792972165464,0.0,0.0,0.0,1.397986108723039
2030-12-31,-1.637489767630601,1.3659094818452095,1.4030252616008894,-1.656360503552125,-1.6217237115716718,3.0230263634640417,3.0230263634640417,3.0230263634640417,3.0230263634640417,3.0230263634640417,3.0230263634640417,0.0,0.0,0.0,1.3855365958334407
2031-12-31,-1.6501726718187775,1.3511638197244653,1.3954621807963188,-1.67316304030062,-1.6308345983653953,3.024917310167771,3.024917310167771,3.024917310167771,3.024917310167771,3.024917310167771,3.024917310167771,0.0,0.0,0.0,1.3747446383489934
2032-12-31,-1.662890323689661,1.332839660069201,1.3851965590822604,-1.6903157500951633,-1.6392967995937426,3.023714622704267,3.023714622704267,3.023714622704267,3.023714622704267,3.023714622704267,3.023714622704267,0.0,0.0,0.0,1.3608242990146058
2033-12-31,-1.6755732278778368,1.3147563005063325,1.3762484401748967,-1.707601771957,-1.6471707663551955,3.0227929721672067,3.0227929721672067,3.0227929721672067,3.0227929721672067,3.0227929721672067,3.0227929721672067,0.0,0.0,0.0,1.3472197442893699
2034-12-31,-1.6882561320660132,1.2957503025143846,1.3690979789232933,-1.7257458864577342,-1.6551849242556052,3.023026363468686,3.023026363468686,3.023026363468686,3.023026363468686,3.023026363468686,3.023026363468686,0.0,0.0,0.0,1.3347702314026728
2035-12-31,-1.6882561320660132,1.2957503025143846,1.3690979789232933,-1.7257458864577342,-1.6551849242556052,3.023026363468686,3.023026363468686,3.023026363468686,3.023026363468686,3.023026363468686,3.023026363468686,0.0,0.0,0.0,1.3347702314026728